,0
1486,Characteristics of transparent encapsulation materials for OLEDs prepared from mesoporous silica nanoparticle-polyurethane acrylate resin composites
1487,The microstructure and magnetic behavior of spark plasma sintered iron/nickel zinc ferrite nanocomposite synthesized by the complex sol-gel method
1488,MgCr2O4 and MgCr2O4/Ag nanostructures: Facile size-controlled synthesis and their photocatalytic performance for destruction of organic contaminants‏
1489,Editorial Board
1490,Experimental investigation of screwed joints capabilities for the CFRP composite laminates
1491,Simple manufacturing method for a thermoplastic composite using PP-Straw
1492,Effect of compaction parameters on preform permeability and mechanical properties of unidirectional flax fiber composites
1493,Variations in the distribution of local strain energy within different realizations of a representative volume element
1494,New selective dissolution process to quantify reaction extent and product stability in metakaolin-based geopolymers
1495,Strength and failure characteristics of a glass fiber SMC-R composite under combined tensile and shear stresses
1496,Reinforcing carbon fiber epoxy composites with triazine derivatives functionalized graphene oxide modified sizing agent
1497,"Preparation ultrafine l-Methionine (C,N,S triple doped)-TiO2-ZnO nanoparticles and their photocatalytic performance for fouling alleviation in PES nanocomposite membrane"
1498,Performance improvement of cryosorption pump by enhancing thermal conductivity of epoxy-aluminum composite
1499,Guided wave based nondestructive analysis of localized inhomogeneity effects in an advanced sandwich composite structure
1500,Microwave programmable response of Co-based microwire polymer composites through wire microstructure and arrangement optimization
1501,Multi-scale identification of the elastic properties variability for composite materials through a hybrid optimisation strategy
1502,"Mechanical, thermal, viscoelastic performance and product application of PP- rice husk Colombian biocomposites"
1503,Three-dimensional ultrasonic wave simulation in laminated CFRP using elastic parameters determined from wavefield data
1504,Quality analysis of 2D and 3D-draped carbon preforms by eddy current scanning
1505,Elastic-plastic fracture assessment of CNT-reinforced epoxy/nanocomposite specimens weakened by U-shaped notches under mixed mode loading
1506,Shredding and sieving thermoplastic composite scrap: Method development and analyses of the fibre length distributions
1507,Performance of CFRP-strengthened concrete beams fastened with distributed CFRP dowel and fiber anchors
1508,3D micromechanical simulation of the mechanical behavior of an in-situ Al3Ti/A356 composite
1509,A Zr-based metal organic frameworks towards improving fire safety and thermal stability of polycarbonate
1510,Multi-component framework derived SiC composite paper to support efficient thermal transport and high EMI shielding performance
1511,Effect of moisture and temperature on the thermal and mechanical properties of a ductile epoxy adhesive for use in steel structures reinforced with CFRP
1512,Improvement of platinum nanoparticles-immobilized α-zirconium phosphate sheets on tracking and erosion resistance of silicone rubber
1513,Inverse design of structure and fiber orientation by means of topology optimization with tensor field variables
1514,Developing an anchored CFRP reinforcement for efficiently and readily strengthening reinforced concrete structures
1515,"Mechanical, electrochemical, and durability behavior of graphene nano-platelet loaded epoxy-resin composite coatings"
1516,Directed assembly of robust and biocompatible silk fibroin/hyaluronic acid composite hydrogels
1517,"Influence of eco-friendly calcium gluconate on the intumescent flame-retardant epoxy resin: Flame retardancy, smoke suppression and mechanical properties"
1518,Adsorption and mechanistic study for phosphate removal by rice husk-derived biochar functionalized with Mg/Al-calcined layered double hydroxides via co-pyrolysis
1519,Design and properties of Poly(arylene ether nitriles) composites via incorporation of Poly(arylene ether nitriles) grafted Fe3O4/Fe-phthalocyanine hybrid submicron-spheres
1520,Low velocity impact behavior of interlayer hybrid composite laminates with carbon/glass/basalt fibres
1521,Thermal and mechanical properties of ultrahigh toughness cementitious composite with hybrid PVA and steel fibers at elevated temperatures
1522,Effect of the heating time on the preferred growth of hydroxyapatite crystal prepared by microwave-hydrothermal technique on the defective surface of sprayed coating
1523,Electrical conductivity of carbon nanotube-filled miscible poly(phenylene oxide)/polystyrene blends prepared by melt compounding
1524,Two-step approach based on selective laser sintering for high performance carbon black/ polyamide 12 composite with 3D segregated conductive network
1525,New methodology for the construction of best theory diagrams using neural networks and multi-objective genetic algorithm
1526,The influence of temperature gradient thermal shock cycles on the interlaminar shear strength of fibre metal laminate composite determined by the short beam test
1527,Elastic interphase properties of nanoparticle/epoxy nanocomposites: A molecular dynamics study
1528,"Investigations on performance viability of NiTi, NiTiCu, CuAlNi and CuAlNiMn shape memory alloy/Kapton composite thin film for actuator application"
1529,In-situ growth of polyvinylpyrrolidone modified Zr-MOFs thin-film nanocomposite (TFN) for efficient dyes removal
1530,Mechanical and self-monitoring behaviors of 3D printing smart continuous carbon fiber-thermoplastic lattice truss sandwich structure
1531,Mechanical properties and energy absorption of 3D printed square hierarchical honeycombs under in-plane axial compression
1532,Ferrous-oxalate-decorated polyphenylene sulfide fenton catalytic microfiber for methylene blue degradation
1533,"A novel strategy for simultaneously improving the fire safety, water resistance and compatibility of thermoplastic polyurethane composites through the construction of biomimetic hydrophobic structure of intumescent flame retardant synergistic system"
1534,A novel high dielectric constant acrylic resin elastomer nanocomposite with pendant oligoanilines
1535,Numerical simulation of a resistant structural bonding in wind-turbine blade through the use of composite cord stitching
1536,Removal of Cu2+ ions by cellulose nanofibers-assisted starch-g-poly(acrylic acid) superadsorbent hydrogels
1537,Impact resistant hybrid composites reinforced with inorganic nanoparticles and nanotubes of WS2
1538,N-doped C dot/CoAl-layered double hydroxide/g-C3N4 hybrid composites for efficient and selective solar-driven conversion of CO2 into CH4
1539,Fabrication of Co–Ni–Zn ternary [email protected]4 core-shell nanowire arrays and Fe2O3[email protected] for ultra-high-performance asymmetric supercapacitor
1540,Sustainable production of reduced graphene oxide using elemental sulfur for multifunctional composites
1541,Synergistic outstanding strengthening behavior of graphene/copper nanocomposites
1542,Morphological modification and corrosion response of MgO and Mg3(PO4)2 composite formed on magnesium alloy
1543,Facile synthesis of ellipsoid-like MgCo2O4/Co3O4 composites for strong wideband microwave absorption application
1544,An insight into three approaches for determining fatigue delamination resistance in DCB tests on composite laminates
